loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default
922,24624,2024-06-02,35,F,69209.0,employed,16.5,Siberia,branch,car,590000,36,14.2,20222.0,608.0,2,61.0,10,0
923,24321,2024-06-25,23,F,54537.0,self_employed,3.6,Moscow,online,consumer,210000,24,19.5,10637.0,606.0,4,60.3,9,0
924,11488,2024-04-11,46,F,72640.0,freelance,26.9,Moscow,online,consumer,200000,12,18.8,18412.0,657.0,0,59.3,11,0
925,23574,2023-11-01,44,M,50424.0,freelance,25.2,Ural,partner,renovation,370000,36,19.5,13656.0,588.0,0,60.6,22,0
926,6240,2023-05-24,51,F,103315.0,employed,31.0,SPb,branch,car,910000,36,15.5,31769.0,613.0,1,82.9,178,1
927,44221,2023-04-21,34,M,85908.0,employed,10.5,Moscow,online,car,530000,48,14.7,14670.0,697.0,0,51.7,15,0
928,11478,2023-08-20,21,F,37984.0,employed,2.2,Ural,branch,renovation,260000,36,18.8,9504.0,556.0,3,52.0,140,1
929,56645,2024-11-21,41,M,63890.0,employed,19.8,Moscow,online,renovation,290000,48,16.5,8293.0,709.0,1,68.1,4,0
930,20262,2024-08-06,50,F,97521.0,employed,31.1,Siberia,partner,consumer,300000,48,19.8,9097.0,590.0,2,63.6,0,0
931,53796,2024-12-22,44,F,89032.0,employed,25.5,Ural,partner,consumer,260000,12,19.0,23961.0,562.0,2,53.4,12,0
932,5432,2024-08-14,22,F,79421.0,employed,0.0,Moscow,online,education,230000,24,13.9,11032.0,656.0,0,35.2,8,0
933,96257,2024-05-14,36,M,97784.0,employed,15.0,SPb,branch,consumer,270000,36,19.2,9924.0,593.0,1,43.0,0,0
934,65291,2024-08-17,34,F,66518.0,freelance,15.7,Moscow,partner,car,520000,48,15.0,14472.0,658.0,2,52.1,29,0
935,80104,2024-07-07,21,F,66813.0,employed,0.0,Ural,branch,education,150000,36,14.6,5170.0,655.0,0,43.1,0,0
936,60399,2023-09-30,47,F,76103.0,employed,28.4,Ural,partner,consumer,170000,60,18.9,4401.0,718.0,1,42.9,10,0
937,80714,2024-12-03,38,M,57011.0,self_employed,13.4,SPb,branch,car,400000,24,14.3,19262.0,666.0,3,53.1,25,0
938,51428,2023-06-22,49,M,94390.0,freelance,30.1,SPb,online,renovation,540000,48,18.3,15947.0,669.0,5,83.9,19,0
939,88731,2023-01-07,56,M,73713.0,employed,33.1,Siberia,online,consumer,210000,60,19.3,5482.0,644.0,2,50.3,33,0
940,1302,2023-06-04,34,M,78956.0,self_employed,15.3,Ural,branch,consumer,230000,24,20.9,11807.0,528.0,1,46.9,41,0
941,83558,2024-06-05,33,M,106375.0,employed,12.5,Ural,partner,consumer,220000,36,17.9,7942.0,696.0,1,42.9,11,0
942,1055,2024-06-29,43,M,113084.0,employed,17.7,Moscow,online,consumer,390000,12,17.4,35644.0,711.0,2,36.3,23,0
943,9717,2024-07-01,39,M,23000.0,unemployed,0.1,Siberia,branch,car,350000,48,16.7,10045.0,543.0,4,79.4,214,1
944,29699,2024-06-01,33,M,30281.0,unemployed,0.4,SPb,branch,renovation,200000,48,18.7,5948.0,601.0,0,60.6,0,0
945,74686,2023-08-03,27,M,90637.0,self_employed,6.6,SPb,online,renovation,730000,12,19.3,67379.0,563.0,0,77.3,154,1
946,68661,2023-05-14,30,F,67884.0,self_employed,11.4,South,branch,car,880000,60,15.5,21167.0,667.0,1,74.3,0,0
947,45247,2023-10-12,44,M,80890.0,freelance,22.1,Moscow,online,consumer,340000,24,19.9,17288.0,679.0,2,48.1,11,0
948,17748,2023-05-06,28,M,23112.0,unemployed,0.1,Moscow,online,education,80000,60,16.9,1984.0,629.0,4,53.8,197,1
949,5621,2024-03-14,23,M,85722.0,employed,3.7,SPb,branch,consumer,410000,24,18.3,20528.0,684.0,1,43.4,0,0
950,16034,2024-11-16,30,F,58038.0,self_employed,8.3,SPb,branch,renovation,510000,48,17.5,14848.0,623.0,1,56.4,18,0
951,6126,2023-06-01,37,F,93429.0,employed,18.2,Ural,online,renovation,550000,24,17.3,27273.0,664.0,1,63.2,118,1
952,6122,2023-11-27,48,M,81376.0,employed,22.5,SPb,branch,consumer,280000,48,18.5,8298.0,701.0,2,46.6,4,0
953,19030,2024-06-21,37,M,143999.0,employed,17.7,Siberia,branch,consumer,500000,36,18.7,18252.0,651.0,1,55.0,16,0
954,83838,2024-01-18,19,F,41136.0,freelance,0.0,Siberia,branch,car,350000,48,17.5,10190.0,489.0,1,65.5,136,1
955,85717,2023-04-25,31,M,73735.0,freelance,12.1,Siberia,online,renovation,400000,36,17.4,14341.0,664.0,1,49.2,38,0
956,56658,2024-04-26,19,M,64446.0,freelance,13.9,SPb,branch,car,450000,24,15.6,21947.0,603.0,0,52.8,131,1
957,39638,2023-10-11,38,M,128122.0,employed,19.9,SPb,partner,renovation,830000,12,19.2,76569.0,626.0,1,82.9,126,1
958,68067,2023-03-16,35,M,57367.0,employed,15.9,Siberia,partner,renovation,390000,24,19.2,19697.0,555.0,1,54.1,0,0
959,89869,2023-06-15,23,F,69212.0,employed,4.7,Moscow,branch,car,560000,48,15.2,15642.0,598.0,0,53.0,0,0
960,35674,2023-07-08,31,M,98326.0,employed,11.2,South,branch,car,710000,36,14.7,24508.0,668.0,2,67.1,25,0
961,36854,2023-03-19,23,F,20473.0,unemployed,1.0,Ural,partner,consumer,80000,24,20.6,4095.0,599.0,2,53.0,19,0
962,47271,2024-08-24,53,F,129107.0,employed,33.7,Siberia,online,education,340000,48,15.3,9514.0,614.0,1,46.0,189,1
963,74688,2024-11-18,33,F,35606.0,freelance,3.1,Siberia,partner,car,350000,24,16.3,17187.0,543.0,0,53.0,13,0
964,39518,2023-01-21,26,M,74125.0,employed,7.2,SPb,online,consumer,230000,48,18.5,6816.0,686.0,1,54.2,23,0
965,11267,2024-07-19,50,M,133467.0,employed,27.3,Moscow,branch,consumer,330000,12,17.3,30145.0,693.0,1,37.3,0,0
966,91825,2023-07-03,24,M,58286.0,self_employed,4.2,South,partner,consumer,190000,36,20.5,7110.0,574.0,0,57.9,15,0
967,2062,2023-08-10,30,M,100989.0,employed,10.8,SPb,online,consumer,360000,24,19.0,18147.0,634.0,0,42.0,24,0
968,51448,2023-11-24,31,F,76220.0,employed,12.3,SPb,online,consumer,230000,48,18.9,6865.0,656.0,0,48.1,46,0
969,96462,2023-06-28,24,M,73688.0,employed,3.0,South,branch,car,920000,12,15.4,83211.0,623.0,4,84.4,91,1
970,7229,2023-04-22,49,F,52491.0,self_employed,29.8,South,branch,car,440000,48,14.1,12046.0,713.0,1,46.5,21,0
971,57793,2024-12-26,19,M,18000.0,unemployed,0.0,Moscow,branch,renovation,180000,36,19.9,6680.0,514.0,2,80.9,160,1
972,48915,2023-02-28,66,F,65081.0,freelance,37.6,Moscow,branch,consumer,180000,24,18.4,9021.0,689.0,2,43.9,28,0
973,5632,2023-11-23,43,F,41376.0,unemployed,1.1,Moscow,online,renovation,320000,36,20.3,11941.0,508.0,2,79.6,132,1
974,4596,2024-09-12,36,M,74453.0,freelance,17.6,SPb,branch,renovation,330000,48,18.8,9832.0,583.0,1,63.5,141,1
975,7168,2024-10-30,28,M,68699.0,freelance,8.9,Ural,partner,consumer,260000,6,21.4,46078.0,492.0,1,66.6,207,1
976,8561,2023-07-10,22,M,59551.0,self_employed,2.1,Moscow,branch,consumer,180000,12,20.0,16674.0,613.0,0,41.1,0,0
977,74794,2023-07-19,38,M,80444.0,employed,18.9,Moscow,partner,consumer,310000,48,19.1,9285.0,703.0,3,46.9,0,0
978,83152,2023-11-08,32,M,70302.0,employed,3.4,SPb,partner,renovation,340000,48,17.9,9970.0,665.0,2,70.7,7,0
979,27734,2024-12-08,47,M,96218.0,freelance,24.5,Moscow,branch,education,310000,36,14.6,10686.0,738.0,0,43.5,11,0
980,7371,2023-02-04,32,M,54120.0,employed,3.8,South,branch,consumer,160000,48,19.3,4809.0,598.0,2,51.4,26,0
981,27069,2024-01-14,23,F,63543.0,employed,3.6,Ural,online,car,360000,36,14.8,12444.0,640.0,0,55.8,12,0
982,80905,2024-01-22,19,M,31368.0,unemployed,0.5,Siberia,online,car,350000,48,19.1,10484.0,397.0,1,73.8,150,1
983,13910,2023-08-25,28,M,53569.0,employed,8.4,South,branch,consumer,160000,12,18.6,14715.0,651.0,0,39.0,29,0
984,74479,2024-09-07,43,M,44446.0,unemployed,0.5,SPb,branch,consumer,150000,36,20.9,5644.0,520.0,1,57.8,158,1
985,78735,2024-06-02,32,M,112461.0,self_employed,13.9,SPb,branch,consumer,310000,36,17.9,11192.0,703.0,1,39.1,43,0
986,82264,2023-10-10,48,M,137694.0,employed,23.6,South,online,consumer,390000,36,18.6,14217.0,657.0,1,54.9,15,0
987,24275,2023-01-01,21,F,78504.0,self_employed,1.1,Siberia,branch,consumer,190000,24,19.0,9578.0,656.0,1,53.0,0,0
988,73274,2024-04-08,43,M,43404.0,freelance,24.0,Siberia,online,car,500000,48,15.4,14017.0,600.0,0,64.1,41,0
989,82449,2023-08-18,54,M,88480.0,employed,34.8,Ural,branch,car,990000,48,15.7,27905.0,668.0,0,82.1,21,0
990,61004,2023-06-21,19,M,43800.0,freelance,0.0,SPb,online,renovation,280000,60,18.9,7248.0,602.0,2,52.6,12,0
991,63981,2023-03-28,42,M,55627.0,freelance,21.5,South,partner,consumer,190000,36,19.9,7051.0,592.0,0,50.3,6,0
992,85659,2024-07-06,35,M,60904.0,employed,15.0,Siberia,partner,consumer,200000,12,18.7,18403.0,612.0,1,43.4,0,0
993,55553,2023-05-03,26,F,45535.0,employed,7.3,Ural,branch,consumer,130000,24,17.8,6478.0,713.0,2,20.1,0,0
994,49447,2023-10-25,42,M,101184.0,employed,17.8,Moscow,partner,renovation,410000,24,16.5,20173.0,712.0,2,45.9,10,0
995,35529,2024-11-20,56,M,119128.0,employed,33.4,Moscow,online,renovation,790000,48,17.1,22836.0,662.0,3,70.4,36,0
996,76703,2024-07-28,34,F,82997.0,employed,15.5,Ural,partner,consumer,240000,24,20.0,12215.0,563.0,2,55.2,194,1
997,77090,2024-04-28,24,M,73785.0,self_employed,4.6,Moscow,online,consumer,220000,12,20.1,20390.0,610.0,4,69.5,0,0
998,18260,2023-06-14,45,M,207142.0,employed,24.7,Moscow,online,renovation,900000,36,15.9,31597.0,774.0,0,59.3,17,0
999,4812,2024-11-29,33,F,63013.0,freelance,13.2,Moscow,online,car,460000,60,15.6,11089.0,651.0,0,63.3,11,0
1000,29024,2024-01-18,37,M,86005.0,employed,17.5,Moscow,branch,car,860000,36,14.7,29686.0,639.0,0,57.3,21,0
1001,59656,2023-07-28,37,F,67401.0,employed,15.2,Siberia,branch,car,530000,36,16.5,18764.0,568.0,0,67.2,3,0
1002,28285,2024-03-07,34,M,97787.0,self_employed,15.8,Moscow,branch,renovation,810000,24,17.3,40165.0,674.0,0,69.1,152,1
1003,93436,2024-01-24,21,M,57514.0,freelance,1.1,South,partner,consumer,220000,36,21.5,8345.0,508.0,1,72.7,20,0
1004,2605,2024-07-13,22,M,89757.0,employed,3.1,Moscow,partner,consumer,420000,24,19.7,21315.0,599.0,3,65.8,4,0
1005,72158,2023-08-12,32,M,66636.0,employed,13.7,Siberia,partner,consumer,230000,36,19.6,8501.0,578.0,1,44.3,30,0
1006,73303,2023-01-03,23,M,63811.0,freelance,3.1,Siberia,partner,car,730000,36,16.8,25954.0,552.0,3,77.9,170,1
1007,28139,2024-01-07,59,M,151880.0,employed,13.0,Siberia,partner,education,450000,36,15.4,15688.0,649.0,1,47.7,25,0
1008,78149,2024-11-17,61,F,107193.0,employed,42.1,South,online,consumer,350000,24,18.2,17507.0,658.0,1,53.9,13,0
1009,57138,2024-03-21,30,F,66082.0,employed,9.9,SPb,branch,education,220000,36,14.0,7519.0,730.0,3,31.6,12,0
1010,77125,2024-09-02,45,M,76315.0,freelance,16.1,South,online,renovation,410000,36,16.6,14536.0,714.0,1,41.9,8,0
1011,14918,2023-04-26,29,F,104630.0,employed,7.5,Moscow,online,consumer,510000,24,18.0,25461.0,730.0,0,47.2,17,0
1012,86655,2023-09-27,31,F,65427.0,self_employed,12.0,South,branch,car,530000,36,14.8,18321.0,684.0,1,45.8,7,0
1013,28446,2024-03-22,46,F,80381.0,self_employed,26.6,SPb,online,consumer,300000,60,18.8,7749.0,682.0,3,46.4,36,0
1014,14046,2024-01-03,32,M,46340.0,unemployed,0.6,Moscow,branch,consumer,170000,24,22.4,8853.0,504.0,0,80.4,187,1
1015,25818,2023-09-10,21,F,51896.0,employed,2.5,Siberia,branch,consumer,210000,24,17.9,10474.0,716.0,2,34.2,1,0
1016,5324,2023-11-13,54,M,95867.0,employed,35.5,Siberia,online,consumer,300000,36,19.0,10997.0,700.0,2,42.3,10,0
1017,77323,2024-02-19,56,M,198754.0,employed,37.5,Moscow,branch,renovation,950000,60,16.6,23406.0,703.0,1,60.1,141,1
1018,10111,2023-04-05,30,M,84322.0,employed,9.8,Siberia,online,education,280000,48,16.9,8065.0,593.0,0,58.9,38,0
1019,39110,2023-01-24,26,F,92697.0,self_employed,4.6,Moscow,branch,car,1010000,48,17.4,29353.0,491.0,0,81.0,214,1
1020,17389,2024-09-19,67,F,84183.0,self_employed,13.9,Moscow,online,car,640000,60,14.6,15092.0,648.0,1,60.8,159,1
1021,42427,2024-10-24,35,F,58153.0,freelance,5.6,Siberia,branch,car,590000,36,15.7,20655.0,577.0,2,68.6,161,1
1022,80579,2023-02-19,35,M,70913.0,freelance,16.6,Moscow,online,renovation,460000,36,18.8,16815.0,567.0,1,81.4,3,0
1023,29746,2024-05-16,23,F,21490.0,unemployed,0.0,Moscow,partner,consumer,100000,36,21.3,3783.0,527.0,1,64.2,120,1
1024,88886,2024-12-18,37,M,118446.0,employed,17.1,South,partner,consumer,300000,24,18.3,15021.0,650.0,2,47.2,2,0
1025,1117,2024-05-12,20,M,27523.0,unemployed,0.3,Ural,partner,consumer,120000,36,22.1,4589.0,452.0,0,61.6,168,1
1026,85471,2023-12-01,45,M,77750.0,employed,18.4,SPb,partner,car,660000,12,14.8,59508.0,707.0,5,65.2,0,0
1027,14234,2023-03-20,34,M,72786.0,self_employed,14.1,Ural,online,renovation,320000,24,17.1,15837.0,697.0,0,36.1,8,0
1028,54441,2024-08-04,58,F,89511.0,employed,38.7,Ural,partner,consumer,270000,48,17.8,7903.0,728.0,3,49.3,14,0
1029,1846,2023-01-27,37,M,70305.0,freelance,18.3,South,online,car,560000,60,15.9,13588.0,633.0,1,55.2,4,0
1030,11954,2023-09-28,53,F,104628.0,employed,34.1,Ural,branch,consumer,400000,24,19.3,20222.0,679.0,3,45.9,17,0
1031,80239,2024-07-15,47,M,39884.0,freelance,17.4,Siberia,online,renovation,200000,12,17.9,18326.0,599.0,0,65.9,0,0
1032,47514,2023-09-04,19,M,25464.0,unemployed,0.0,Moscow,branch,car,350000,36,19.1,12847.0,420.0,2,78.7,145,1
1033,89236,2024-08-13,28,F,91227.0,self_employed,0.0,SPb,branch,car,940000,48,16.4,26833.0,525.0,2,84.8,21,0
1034,98579,2024-01-22,21,M,29973.0,freelance,1.8,Ural,online,renovation,230000,12,17.9,21075.0,623.0,1,51.5,0,0
1035,7469,2024-12-02,57,F,127953.0,employed,38.2,Ural,branch,car,1190000,48,13.9,32459.0,711.0,1,75.0,7,0
1036,31105,2024-07-12,32,F,98412.0,employed,13.4,Moscow,branch,consumer,290000,36,19.1,10645.0,585.0,3,63.7,33,0
1037,43101,2023-12-27,43,M,30007.0,unemployed,0.7,South,partner,renovation,180000,48,22.3,5700.0,472.0,0,69.5,112,1
1038,65323,2024-05-02,34,F,83955.0,self_employed,15.2,Moscow,branch,renovation,600000,36,18.4,21812.0,580.0,1,80.1,9,0
1039,92922,2023-12-18,20,M,92035.0,self_employed,0.0,Moscow,partner,consumer,260000,48,20.4,7967.0,591.0,1,53.1,15,0
1040,59067,2024-12-01,26,F,89859.0,employed,7.2,Moscow,online,education,250000,36,15.5,8728.0,623.0,3,65.3,35,0
1041,50376,2023-09-13,29,M,86237.0,employed,5.6,Siberia,partner,consumer,310000,6,20.8,54846.0,551.0,0,48.3,0,0
1042,46587,2023-08-10,41,M,107206.0,employed,17.6,Moscow,online,consumer,440000,48,19.3,13226.0,625.0,3,47.6,44,0
1043,37976,2023-01-01,51,M,94481.0,employed,32.0,South,online,consumer,390000,12,19.0,35941.0,659.0,1,50.3,15,0
1044,68584,2024-06-29,24,M,72074.0,employed,1.8,South,online,education,220000,48,16.2,6257.0,623.0,0,53.2,32,0
1045,79477,2024-03-21,45,F,107830.0,employed,21.2,Moscow,partner,consumer,340000,24,18.8,17106.0,701.0,0,44.2,6,0
1046,43533,2023-03-20,43,F,112345.0,employed,22.3,SPb,branch,education,370000,48,14.4,10185.0,672.0,0,35.7,0,0
1047,2828,2023-08-24,24,F,58832.0,self_employed,4.6,Moscow,online,car,620000,60,15.4,14880.0,646.0,1,65.6,8,0
1048,2917,2023-11-30,39,M,84763.0,employed,19.3,SPb,branch,consumer,220000,36,18.3,7987.0,714.0,0,33.4,16,0
1049,21618,2023-12-15,41,F,81949.0,self_employed,18.4,Ural,partner,car,540000,36,15.3,18799.0,669.0,2,68.3,31,0
1050,33254,2023-04-08,37,M,35674.0,unemployed,0.9,Siberia,online,education,130000,36,18.8,4752.0,466.0,0,60.9,141,1
1051,48362,2023-03-23,51,F,134669.0,employed,31.8,Moscow,branch,car,1470000,24,13.7,70371.0,781.0,0,82.9,12,0
1052,21128,2024-05-16,33,F,31818.0,freelance,14.5,South,online,consumer,100000,60,19.9,2644.0,557.0,0,43.4,0,0
1053,60383,2024-04-21,30,M,27455.0,unemployed,0.3,South,online,consumer,110000,12,20.9,10237.0,600.0,0,50.1,29,0
1054,66545,2024-12-04,26,F,89858.0,employed,7.7,Ural,online,consumer,200000,36,17.2,7150.0,715.0,0,28.7,0,0
1055,83180,2024-07-03,32,M,65574.0,employed,12.8,SPb,branch,consumer,180000,24,17.6,8952.0,673.0,0,42.4,3,0
1056,88958,2023-01-14,24,F,91612.0,employed,13.0,Ural,online,consumer,300000,36,19.7,11103.0,622.0,4,62.5,28,0
1057,10865,2024-01-27,20,F,77374.0,self_employed,1.1,Moscow,branch,car,830000,60,16.7,20494.0,543.0,0,81.2,19,0
1058,3219,2023-12-13,42,F,58474.0,employed,23.7,Siberia,partner,consumer,150000,36,19.9,5567.0,637.0,2,47.3,0,0
1059,40809,2023-11-06,22,F,79093.0,employed,1.8,SPb,online,consumer,240000,36,20.5,8981.0,600.0,2,43.3,0,0
1060,6287,2024-01-21,44,M,82522.0,self_employed,20.0,Moscow,branch,consumer,250000,36,18.4,9088.0,718.0,1,34.7,14,0
1061,35387,2023-07-28,37,F,106463.0,employed,17.8,SPb,partner,education,360000,48,15.2,10056.0,701.0,3,46.7,9,0
1062,9512,2023-12-23,37,M,31082.0,unemployed,0.1,Moscow,branch,car,370000,60,19.3,9659.0,436.0,1,81.2,149,1
1063,2342,2024-08-23,62,M,64217.0,employed,43.0,Ural,partner,renovation,310000,12,16.2,28156.0,693.0,1,36.3,30,0
1064,64076,2024-07-21,56,F,28288.0,unemployed,0.5,Ural,online,consumer,100000,12,20.3,9278.0,576.0,2,54.6,18,0
1065,20216,2023-04-04,26,F,95415.0,employed,5.7,SPb,online,consumer,210000,24,19.5,10637.0,640.0,2,46.4,0,0
1066,94070,2023-04-03,27,F,94572.0,employed,8.6,SPb,branch,renovation,910000,36,19.5,33587.0,515.0,0,81.2,183,1
1067,80767,2023-12-06,49,M,89369.0,employed,27.3,South,online,renovation,590000,36,18.8,21567.0,540.0,1,70.2,4,0
1068,98829,2024-08-19,34,F,38327.0,unemployed,1.0,Ural,branch,consumer,100000,6,20.7,17687.0,560.0,2,74.6,180,1
1069,27614,2024-03-20,55,F,130464.0,employed,36.8,Siberia,partner,car,910000,60,14.4,21363.0,708.0,1,54.1,8,0
1070,37258,2023-01-22,40,M,82992.0,self_employed,21.1,Ural,branch,consumer,240000,12,20.3,22267.0,562.0,2,51.0,16,0
1071,94789,2023-10-18,34,M,76991.0,freelance,15.4,Moscow,online,consumer,310000,12,19.9,28702.0,650.0,1,48.1,11,0
1072,43078,2024-04-29,33,F,76573.0,self_employed,12.2,Moscow,online,renovation,460000,36,17.9,16607.0,634.0,0,69.0,0,0
1073,84524,2023-11-02,29,F,76879.0,employed,9.0,SPb,partner,education,240000,24,17.3,11901.0,623.0,1,47.7,4,0
1074,97573,2024-09-25,47,F,35742.0,unemployed,0.9,South,online,consumer,100000,24,21.1,5143.0,558.0,1,55.3,31,0
1075,13219,2023-05-08,34,M,71774.0,freelance,13.9,Ural,online,car,600000,36,16.9,21362.0,593.0,2,78.3,22,0
1076,1235,2024-09-16,29,F,164496.0,employed,9.4,South,branch,renovation,850000,60,17.6,21400.0,599.0,2,82.2,20,0
1077,43929,2023-09-30,20,F,55701.0,self_employed,0.0,Moscow,branch,renovation,250000,60,17.6,6294.0,651.0,1,40.9,21,0
1078,68444,2024-03-17,27,M,18000.0,unemployed,0.1,Siberia,online,car,350000,48,18.7,10410.0,451.0,2,74.0,194,1
1079,9567,2024-05-17,33,F,18000.0,unemployed,1.7,Moscow,branch,car,350000,60,17.0,8698.0,546.0,3,82.9,131,1
1080,71792,2023-05-10,35,M,77868.0,employed,13.6,Ural,partner,car,700000,60,16.8,17322.0,526.0,0,83.4,236,1
1081,66441,2023-05-12,28,M,64688.0,freelance,0.2,Moscow,online,consumer,290000,24,20.7,14859.0,592.0,2,58.7,195,1
1082,85555,2024-08-19,50,M,124940.0,employed,30.4,Siberia,branch,car,1280000,60,12.9,29058.0,742.0,2,81.3,21,0
1083,74698,2024-04-26,65,M,122435.0,employed,45.0,SPb,partner,car,1260000,48,15.3,35259.0,607.0,1,83.4,12,0
1084,6415,2024-01-25,27,F,90671.0,employed,8.9,SPb,partner,consumer,340000,24,19.1,17155.0,629.0,0,39.0,0,0
1085,37159,2024-08-15,25,F,45605.0,employed,0.4,Moscow,online,consumer,190000,36,20.4,7100.0,505.0,1,45.8,126,1
1086,44925,2023-11-21,39,M,66836.0,self_employed,13.1,Moscow,online,car,570000,24,14.9,27610.0,698.0,3,67.8,0,0
1087,6951,2023-03-10,39,M,123215.0,employed,16.0,Moscow,online,consumer,450000,60,19.4,11773.0,601.0,0,53.3,26,0
1088,88388,2024-10-21,26,M,65089.0,employed,7.7,Ural,branch,renovation,570000,36,16.5,20180.0,670.0,1,56.2,0,0
1089,9007,2024-03-23,29,F,87186.0,employed,4.1,Moscow,online,consumer,310000,24,19.1,15642.0,591.0,2,56.7,0,0
1090,42832,2024-06-11,33,F,115967.0,employed,14.9,Moscow,online,renovation,710000,36,18.0,25668.0,651.0,3,69.6,186,1
1091,59596,2024-09-08,22,F,26147.0,unemployed,0.5,Ural,branch,renovation,200000,48,19.8,6065.0,502.0,3,65.0,218,1
1092,31523,2023-06-14,49,F,80629.0,freelance,28.9,Moscow,branch,education,260000,36,17.1,9283.0,554.0,2,60.1,193,1
1093,89861,2024-05-02,32,F,108420.0,employed,8.6,Ural,online,car,900000,60,14.6,21222.0,660.0,2,71.9,28,0
1094,87740,2024-12-13,41,M,42262.0,unemployed,0.4,Moscow,branch,consumer,130000,12,20.7,12086.0,567.0,1,57.3,10,0
1095,16524,2024-12-09,34,F,56109.0,employed,11.2,South,branch,car,470000,60,13.2,10742.0,691.0,1,42.0,30,0
1096,20282,2024-03-01,47,F,97398.0,self_employed,22.9,Siberia,online,consumer,250000,6,19.5,44068.0,566.0,0,43.7,0,0
1097,24930,2024-11-27,33,F,28193.0,unemployed,0.4,Ural,branch,consumer,130000,60,21.6,3561.0,506.0,1,53.3,27,0
1098,1077,2023-09-22,35,F,89907.0,employed,12.5,South,branch,renovation,520000,48,16.2,14790.0,776.0,2,58.5,13,0
1099,21611,2024-09-03,42,F,63332.0,self_employed,23.8,South,branch,consumer,240000,12,16.9,21878.0,704.0,2,38.5,29,0
1100,17984,2023-12-08,21,F,92262.0,employed,1.2,SPb,partner,car,630000,24,14.1,30278.0,743.0,0,59.8,11,0
1101,15060,2024-12-26,29,F,108654.0,employed,10.9,Moscow,partner,renovation,680000,12,16.2,61761.0,711.0,1,58.6,18,0
1102,83985,2023-10-05,45,F,104611.0,self_employed,19.6,Moscow,partner,consumer,380000,24,18.7,19100.0,713.0,0,48.4,118,1
1103,85056,2024-11-04,23,F,41409.0,unemployed,0.1,Moscow,online,education,130000,12,19.4,12005.0,445.0,1,68.6,165,1
1104,44303,2024-03-14,21,M,63038.0,employed,2.7,Siberia,partner,consumer,150000,48,18.9,4477.0,656.0,5,52.8,26,0
1105,60207,2023-06-06,26,M,21113.0,unemployed,0.1,Ural,branch,consumer,90000,36,23.5,3507.0,362.0,1,71.0,191,1
1106,76046,2024-02-26,25,F,18000.0,unemployed,0.6,South,online,consumer,70000,48,20.4,2145.0,569.0,3,51.0,0,0
1107,30287,2023-09-08,35,M,91014.0,employed,15.7,SPb,online,car,970000,36,14.1,33199.0,726.0,0,69.1,0,0
1108,94709,2024-08-31,34,M,84819.0,employed,14.2,Siberia,branch,car,650000,60,15.5,15635.0,559.0,2,68.2,0,0
1109,40711,2024-06-13,19,M,87196.0,self_employed,0.6,SPb,branch,education,220000,12,16.6,20023.0,578.0,1,42.7,0,0
1110,12954,2023-11-23,24,F,73219.0,employed,5.4,Ural,partner,car,510000,36,15.3,17754.0,635.0,1,51.8,0,0
1111,74340,2023-04-07,20,M,71827.0,employed,0.0,Ural,partner,renovation,600000,36,18.5,21842.0,624.0,5,76.0,151,1
1112,73101,2024-05-27,19,M,22220.0,unemployed,0.1,Siberia,branch,consumer,80000,36,21.2,3022.0,485.0,1,54.4,204,1
1113,72520,2023-08-04,39,M,71526.0,freelance,18.3,Siberia,online,renovation,520000,36,17.5,18669.0,715.0,3,60.3,12,0
1114,88062,2023-05-12,40,F,115426.0,employed,20.8,Moscow,online,car,1160000,48,15.5,32578.0,676.0,3,83.9,90,1
1115,19574,2023-09-17,21,M,85940.0,self_employed,0.0,SPb,partner,consumer,270000,24,20.8,13848.0,584.0,1,52.5,90,1
1116,10184,2023-05-05,31,M,129249.0,employed,10.3,Moscow,online,renovation,670000,36,17.5,24054.0,627.0,0,64.1,9,0
1117,20096,2023-03-23,32,F,116602.0,employed,10.3,Siberia,online,education,380000,12,14.3,34173.0,736.0,2,48.6,14,0
1118,68728,2023-10-10,30,F,28067.0,unemployed,0.3,Moscow,partner,consumer,80000,24,20.5,4091.0,569.0,4,55.0,0,0
1119,35016,2024-11-13,27,M,52916.0,freelance,8.1,SPb,online,renovation,220000,48,17.1,6359.0,637.0,1,46.5,36,0
1120,12246,2023-02-28,31,F,67143.0,employed,0.0,Siberia,partner,education,230000,60,16.4,5642.0,595.0,3,46.1,0,0
1121,46558,2024-06-27,65,M,119951.0,employed,45.0,SPb,online,consumer,390000,6,16.0,68067.0,803.0,0,33.0,52,0
1122,19381,2023-06-10,56,F,90084.0,self_employed,36.7,Moscow,online,consumer,240000,24,18.5,12040.0,728.0,2,31.7,3,0
1123,37455,2023-10-11,42,M,63588.0,employed,17.8,Ural,online,renovation,270000,48,17.3,7833.0,653.0,2,42.2,0,0
1124,93263,2023-04-16,32,M,61649.0,employed,13.9,South,online,education,190000,24,14.4,9158.0,764.0,1,45.2,0,0
1125,5018,2023-04-15,41,F,158274.0,employed,20.7,Moscow,branch,education,360000,36,15.0,12480.0,686.0,1,41.0,0,0
1126,12302,2024-03-14,53,F,58381.0,self_employed,34.3,Siberia,partner,consumer,180000,24,21.3,9276.0,520.0,1,70.2,183,1
